targetId	diseaseId	datasourceId	year	novelty	score	sourceId	targetSymbol	targetName	targetBiotype	proteinId	isInMembrane	isSecreted	hasSafetyEvent	hasPocket	hasLigand	hasSmallMoleculeBinder	geneticConstraint	paralogMaxIdentityPercentage	mouseOrthologMaxIdentityPercentage	isCancerDriverGene	hasTEP	mouseKOScore	hasHighQualityChemicalProbes	maxClinicalTrialPhase	tissueSpecificity	tissueDistribution
ENSG00000081041	EFO_0003767	expression_atlas	2023	0.011	0.392	expression_atlas	CXCL2	C-X-C motif chemokine ligand 2	protein_coding	P19875	0.0	1.0		0.0	0.0	0.0	0.9802042092102521	-0.74299				-0.042929926918176264			1.0	0.0
ENSG00000117472	EFO_0003767	expression_atlas	2023	0.003	0.145	expression_atlas	TSPAN1	tetraspanin 1	protein_coding	O60635	0.0	0.0		0.0	0.0	0.0	0.5161491977495312	0.0	0.0						0.5	0.0
ENSG00000128849	EFO_0003767	expression_atlas	2023	0.003	0.028	expression_atlas	CGNL1	cingulin like 1	protein_coding	Q0VF96	0.0	0.0		0.0	0.0	0.0	0.3919566576370077	0.0	0.12826499999999968			-0.15291586888694558			0.5	0.0
ENSG00000203811	EFO_0003767	expression_atlas	2023	0.001	0.046	expression_atlas	H3C14	H3 clustered histone 14	protein_coding	Q71DI3	0.0	0.0						-1.0	1.0						0.5	0.5
ENSG00000266680	EFO_0003767	expression_atlas	2023	0.006	0.054	expression_atlas																				
ENSG00000065029	EFO_0003767	expression_atlas	2023	0.011	0.095	expression_atlas	ZNF76	zinc finger protein 76	protein_coding	P36508	0.0	0.0		0.0	0.0	0.0	0.4505105230256303	0.0	0.6052649999999999						-1.0	-1.0
ENSG00000095752	EFO_0003767	expression_atlas	2023	0.001	0.42	expression_atlas	IL11	interleukin 11	protein_coding	P20809	0.0	1.0		0.0	0.0	0.0	0.6080433423629923		0.3718600000000002						0.5	0.0
ENSG00000133874	EFO_0003767	expression_atlas	2023	0.003	0.026	expression_atlas	RNF122	ring finger protein 122	protein_coding	Q9H9V4	0.0	0.0		0.0	0.0	0.0	-0.16649301937903727	0.0	0.8387099999999996						-1.0	-1.0
ENSG00000148841	EFO_0003767	expression_atlas	2023	0.003	0.048	expression_atlas	ITPRIP	inositol 1,4,5-trisphosphate receptor interacting protein	protein_coding	Q8IWB1	0.0	0.0		0.0	0.0	0.0	0.6121066888935194	0.0	0.0						0.5	-1.0
ENSG00000164715	EFO_0003767	expression_atlas	2023	0.005	0.039	expression_atlas	LMTK2	lemur tyrosine kinase 2	protein_coding	Q8IWU2	1.0	0.0		0.0	0.0	0.0	-0.8404876015836633	0.0	0.0			-0.8463607193438341			-1.0	-1.0
ENSG00000167157	EFO_0003767	expression_atlas	2023	0.003	0.154	expression_atlas	PRRX2	paired related homeobox 2	protein_coding	Q99811	0.0	0.0		0.0	0.0	0.0	0.22421337778703898	0.0	0.36758999999999986						0.5	0.0
ENSG00000169071	EFO_0003767	expression_atlas	2023	0.002	0.031	expression_atlas	ROR2	receptor tyrosine kinase like orphan receptor 2	protein_coding	Q01974	1.0	0.0		1.0	0.0	0.0	-0.42592206709731195	0.0	0.6235399999999999			-0.9340968190710677			-1.0	0.0
ENSG00000183844	EFO_0003767	expression_atlas	2023	0.014	0.164	expression_atlas	FAM3B	FAM3 metabolism regulating signaling molecule B	protein_coding	P58499	0.0	1.0		0.0	0.0	0.0	0.6420087518232964	0.0	0.0			-0.19191867970797666			0.5	0.0
ENSG00000224051	EFO_0003767	expression_atlas	2023	0.011	0.172	expression_atlas	CPTP	ceramide-1-phosphate transfer protein	protein_coding	Q5TA50	0.0	0.0		0.0	0.0	0.0	0.5599083142321317	0.0	0.0						-1.0	-1.0
ENSG00000134757	EFO_0003767	expression_atlas	2023	0.002	0.209	expression_atlas	DSG3	desmoglein 3	protein_coding	P32926	1.0	0.0		0.0	0.0	0.0	0.2209835382371328	0.0	0.0			-0.8158203400715391			0.5	0.5
ENSG00000151023	EFO_0003767	expression_atlas	2023	0.001	0.104	expression_atlas	ENKUR	enkurin, TRPC channel interacting protein	protein_coding	Q8TC29	0.0	0.0		0.0	0.0	0.0	0.34840591789956243	0.0	0.3554699999999997			-0.8338104933925122			0.5	0.5
ENSG00000167772	EFO_0003767	expression_atlas	2023	0.011	0.143	expression_atlas	ANGPTL4	angiopoietin like 4	protein_coding	Q9BY76	0.0	1.0		0.0	0.0	0.0	0.43456970202125444	0.0	0.0			-0.9252563757504362			0.5	0.0
ENSG00000204792	EFO_0003767	expression_atlas	2023	0.003	0.025	expression_atlas																				
ENSG00000268894	EFO_0003767	expression_atlas	2023	0.002	0.099	expression_atlas																				
ENSG00000075073	EFO_0003767	expression_atlas	2023	0.001	0.051	expression_atlas	TACR2	tachykinin receptor 2	protein_coding	P21452	1.0	0.0	-1.0	0.0	1.0	1.0	0.30058345488643456	0.0	0.12060499999999977			0.0	1.0	0.75	1.0	0.0
ENSG00000085117	EFO_0003767	expression_atlas	2023	0.005	0.168	expression_atlas	CD82	CD82 molecule	protein_coding	P27701	0.0	0.0		0.0	0.0	0.0	0.4057095228172536	0.0	0.0			-0.8563622489478218			-1.0	-1.0
ENSG00000114378	EFO_0003767	expression_atlas	2023	0.002	0.126	expression_atlas	HYAL1	hyaluronidase 1	protein_coding	Q12794	0.0	1.0		0.0	0.0	0.0	0.13367368201708696	0.0	0.0			-0.5334310964091995			0.5	0.0
ENSG00000130449	EFO_0003767	expression_atlas	2023	0.008	0.067	expression_atlas	ZSWIM6	zinc finger SWIM-type containing 6	protein_coding	Q9HCJ5	0.0	0.0		0.0	0.0	0.0	-0.9945822046259637	-0.2757200000000001	0.8312750000000001			-0.7848781660384915			-1.0	-1.0
ENSG00000140527	EFO_0003767	expression_atlas	2023	0.001	0.128	expression_atlas	WDR93	WD repeat domain 93	protein_coding	Q6P2C0	0.0	0.0		0.0	0.0	0.0	0.19316524275890812	0.0	0.0						0.5	0.5
ENSG00000143319	EFO_0003767	expression_atlas	2023	0.014	0.12	expression_atlas	ISG20L2	interferon stimulated exonuclease gene 20 like 2	protein_coding	Q9H9L3	0.0	0.0		0.0	0.0	0.0	-0.24963534069597837	0.0	0.0						1.0	-1.0
ENSG00000170382	EFO_0003767	expression_atlas	2023	0.009	0.237	expression_atlas	LRRN2	leucine rich repeat neuronal 2	protein_coding	O75325	0.0	0.0		0.0	0.0	0.0	-0.5914773911231507	0.0	0.5021050000000002						0.5	0.0
ENSG00000185156	EFO_0003767	expression_atlas	2023	0.003	0.024	expression_atlas	MFSD6L	major facilitator superfamily domain containing 6 like	protein_coding	Q8IWD5	0.0	0.0		0.0	0.0	0.0	0.35653261096061684	0.0	0.0						0.5	0.0
ENSG00000198964	EFO_0003767	expression_atlas	2023	0.012	0.15	expression_atlas	SGMS1	sphingomyelin synthase 1	protein_coding	Q86VZ5	0.0	0.0		0.0	0.0	1.0	-0.6955615753281934	0.0	0.8910400000000003			-0.8224772396274976			-1.0	-1.0
ENSG00000261390	EFO_0003767	expression_atlas	2023	0.001	0.047	expression_atlas																				
ENSG00000065000	EFO_0003767	expression_atlas	2023	0.01	0.082	expression_atlas	AP3D1	adaptor related protein complex 3 subunit delta 1	protein_coding	O14617	0.0	0.0		0.0	0.0	0.0	-0.7621379454052928		0.4032899999999998			-0.8144145277772236			-1.0	-1.0
ENSG00000103507	EFO_0003767	expression_atlas	2023	0.007	0.057	expression_atlas	BCKDK	branched chain keto acid dehydrogenase kinase	protein_coding	O14874	0.0	0.0		0.0	0.0	0.0	-0.05271931652427586	0.0	0.7572800000000001			-0.8511739671185298			-1.0	-1.0
ENSG00000103942	EFO_0003767	expression_atlas	2023	0.002	0.029	expression_atlas	HOMER2	homer scaffold protein 2	protein_coding	Q9NSB8	0.0	0.0		0.0	0.0	0.0	-0.3074598874765576	0.0	0.72303			-0.610426109297893			0.5	0.0
ENSG00000112414	EFO_0003767	expression_atlas	2023	0.001	0.14	expression_atlas	ADGRG6	adhesion G protein-coupled receptor G6	protein_coding	Q86SQ4	1.0	0.0		0.0	0.0	0.0	-0.5379245676182538	0.0	0.11199999999999974			-0.9596384102088309			0.5	0.0
ENSG00000143515	EFO_0003767	expression_atlas	2023	0.007	0.059	expression_atlas	ATP8B2	ATPase phospholipid transporting 8B2	protein_coding	P98198	1.0	0.0		0.0	0.0	0.0	-0.6198166284642634	-0.25840250000000003	0.8529400000000003			-0.4818501433450717			-1.0	-1.0
ENSG00000169131	EFO_0003767	expression_atlas	2023	0.002	0.019	expression_atlas	ZNF354A	zinc finger protein 354A	protein_coding	O60765	0.0	0.0		0.0	0.0	0.0	-0.16315899145655344	-0.6528925000000001	0.13222999999999985			-0.725115739380725			-1.0	-1.0
ENSG00000173208	EFO_0003767	expression_atlas	2023	0.004	0.056	expression_atlas	ABCD2	ATP binding cassette subfamily D member 2	protein_coding	Q9UBJ2	0.0	0.0		0.0	0.0	0.0	-0.2358824755157325	-0.09121500000000005	0.6959449999999997			-0.3317371776872288			0.5	0.0
ENSG00000175040	EFO_0003767	expression_atlas	2023	0.009	0.187	expression_atlas	CHST2	carbohydrate sulfotransferase 2	protein_coding	Q9Y4C5	0.0	0.0		0.0	0.0	0.0	-0.12481767034798918	0.0	0.7452849999999998			-0.8716493031828695			0.5	0.0
ENSG00000242808	EFO_0003767	expression_atlas	2023	0.001	0.067	expression_atlas																				
ENSG00000265800	EFO_0003767	expression_atlas	2023	0.002	0.014	expression_atlas																				
ENSG00000120509	EFO_0003767	expression_atlas	2023	0.012	0.101	expression_atlas	PDZD11	PDZ domain containing 11	protein_coding	Q5EBL8	1.0	1.0		0.0	0.0	0.0	0.023129818712231742	0.0	0.8571449999999998						-1.0	-1.0
ENSG00000137033	EFO_0003767	expression_atlas	2023	0.001	0.15	expression_atlas	IL33	interleukin 33	protein_coding	O95760	0.0	1.0		0.0	0.0	0.0	0.7926651385705354		0.0			-0.8848157382817753		0.75	0.5	0.0
ENSG00000146477	EFO_0003767	expression_atlas	2023	0.001	0.011	expression_atlas	SLC22A3	solute carrier family 22 member 3	protein_coding	O75751	0.0	0.0		0.0	1.0	1.0	0.1549281100229214	0.0	0.33453500000000036			-0.26691729925385765			0.5	0.0
ENSG00000155287	EFO_0003767	expression_atlas	2023	0.006	0.053	expression_atlas	SLC25A28	solute carrier family 25 member 28	protein_coding	Q96A46	0.0	0.0		0.0	0.0	0.0	-0.6676390914773911	-0.00411999999999999	0.8763750000000001			-0.5279693990375924			-1.0	-1.0
ENSG00000161940	EFO_0003767	expression_atlas	2023	0.01	0.084	expression_atlas	BCL6B	BCL6B transcription repressor	protein_coding	Q8N143	1.0	0.0		0.0	0.0	1.0	-0.3846634715565743	0.0	0.49895500000000015			0.0			-1.0	0.0
ENSG00000163565	EFO_0003767	expression_atlas	2023	0.008	0.196	expression_atlas	IFI16	interferon gamma inducible protein 16	protein_coding	Q16666	0.0	0.0		0.0	0.0	0.0	0.1522192123359034	0.0				-0.8306970731577897			-1.0	-1.0
ENSG00000183023	EFO_0003767	expression_atlas	2023	0.017	0.141	expression_atlas	SLC8A1	solute carrier family 8 member A1	protein_coding	P32418	1.0	0.0		0.0	0.0	1.0	-0.7969368618462179	-0.19578750000000014	0.7379249999999999			-0.9689839034217487			1.0	0.0
ENSG00000203867	EFO_0003767	expression_atlas	2023	0.001	0.077	expression_atlas	RBM20	RNA binding motif protein 20	protein_coding	Q5T481	0.0	0.0		0.0	0.0	0.0	-0.7643259012294228	0.0	0.0			-0.9670271068188043			0.5	0.0
ENSG00000282961	EFO_0003767	expression_atlas	2023	0.001	0.065	expression_atlas																				
ENSG00000006327	EFO_0003767	expression_atlas	2023	0.001	0.1	expression_atlas	TNFRSF12A	TNF receptor superfamily member 12A	protein_coding	Q9NP84	1.0	0.0		0.0	0.0	0.0	0.6367993331944155					-0.2123185238501421		0.5	-1.0	-1.0
ENSG00000064886	EFO_0003767	expression_atlas	2023	0.001	0.241	expression_atlas	CHI3L2	chitinase 3 like 2	protein_coding	Q15782	0.0	1.0		0.0	0.0	0.0	0.5755365701187747	0.0							0.5	0.0
ENSG00000106624	EFO_0003767	expression_atlas	2023	0.01	0.08	expression_atlas	AEBP1	AE binding protein 1	protein_coding	Q8IUX7	0.0	1.0		0.0	0.0	0.0	-0.33246509689518655	0.0	0.14076000000000022			-0.8938228990167135			-1.0	-1.0
ENSG00000111846	EFO_0003767	expression_atlas	2023	0.001	0.128	expression_atlas	GCNT2	glucosaminyl (N-acetyl) transferase 2 (I blood group)	protein_coding	Q8N0V5	0.0	0.0		0.0	0.0	0.0	0.3051677432798501	0.0	0.0			-0.19040923792533082			0.5	0.0
ENSG00000120725	EFO_0003767	expression_atlas	2023	0.009	0.075	expression_atlas	SIL1	SIL1 nucleotide exchange factor	protein_coding	Q9H173	0.0	0.0		0.0	0.0	0.0	-0.3379870806418004	0.0	0.2624749999999999			-0.5512941723678829			-1.0	-1.0
ENSG00000126391	EFO_0003767	expression_atlas	2023	0.006	0.054	expression_atlas	FRMD8	FERM domain containing 8	protein_coding	Q9BZ67	1.0	0.0		0.0	0.0	0.0	-0.4625963742446343	0.0	0.3857750000000003						-1.0	-1.0
ENSG00000145996	EFO_0003767	expression_atlas	2023	0.004	0.03	expression_atlas	CDKAL1	CDK5 regulatory subunit associated protein 1 like 1	protein_coding	Q5VV42	0.0	0.0		0.0	0.0	0.0	-0.4717649510314649	0.0	0.5250450000000001			-0.7858049550081581			-1.0	-1.0
ENSG00000147677	EFO_0003767	expression_atlas	2023	0.01	0.088	expression_atlas	EIF3H	eukaryotic translation initiation factor 3 subunit H	protein_coding	O15372	0.0	0.0		0.0	0.0	0.0	-0.3862262971452386	0.0	0.8579549999999998						-1.0	-1.0
ENSG00000152932	EFO_0003767	expression_atlas	2023	0.004	0.033	expression_atlas	RAB3C	RAB3C, member RAS oncogene family	protein_coding	Q96E17	0.0	0.0		0.0	0.0	0.0	0.31944155032298394	-0.5044049999999999	0.8678400000000004			0.0			0.5	0.5
ENSG00000187778	EFO_0003767	expression_atlas	2023	0.011	0.095	expression_atlas	MCRS1	microspherule protein 1	protein_coding	Q96EZ8	0.0	0.0		0.0	0.0	0.0	-0.5377161908730985		0.91342			0.0			-1.0	-1.0
ENSG00000002726	EFO_0003767	expression_atlas	2023	0.007	0.172	expression_atlas	AOC1	amine oxidase copper containing 1	protein_coding	P19801	1.0	1.0		1.0	1.0	1.0	0.07386955615753288	0.0	0.0013300000000000978			-0.8423832403348225	0.0	1.0	0.75	0.0
ENSG00000072694	EFO_0003767	expression_atlas	2023	0.001	0.057	expression_atlas	FCGR2B	Fc gamma receptor IIb	protein_coding	P31994	1.0	0.0		0.0	0.0	0.0	-0.3412169201917066	-0.60484	0.0			-0.9111105592264029		0.75	1.0	-1.0
ENSG00000135931	EFO_0003767	expression_atlas	2023	0.003	0.029	expression_atlas	ARMC9	armadillo repeat containing 9	protein_coding	Q7Z3E5	0.0	0.0		0.0	0.0	0.0	0.17597416128360077		0.2603900000000003						0.5	0.0
ENSG00000140534	EFO_0003767	expression_atlas	2023	0.007	0.057	expression_atlas	TICRR	TOPBP1 interacting checkpoint and replication regulator	protein_coding	Q7Z2Z1	0.0	0.0		0.0	0.0	0.0	-0.37716190873098565		0.0			0.0			0.5	0.5
ENSG00000204220	EFO_0003767	expression_atlas	2023	0.005	0.041	expression_atlas	PFDN6	prefoldin subunit 6	protein_coding	O15212	0.0	0.0		0.0	0.0	0.0	-0.6993123567409877		0.9224800000000002			-0.05905544609812324			-1.0	-1.0
ENSG00000204385	EFO_0003767	expression_atlas	2023	0.007	0.123	expression_atlas	SLC44A4	solute carrier family 44 member 4	protein_coding	Q53GD3	1.0	0.0		0.0	0.0	0.0	-0.004480100020837652	0.0	0.07746500000000012			-0.05377051238253633		0.25	0.5	0.0
ENSG00000259823	EFO_0003767	expression_atlas	2023	0.006	0.259	expression_atlas	LYPD8	LY6/PLAUR domain containing 8	protein_coding	Q6UX82	1.0	1.0		0.0	0.0	0.0		0.0	0.0			-0.44674040460040393			1.0	0.5
ENSG00000102349	EFO_0003767	expression_atlas	2023	0.001	0.011	expression_atlas	KLF8	KLF transcription factor 8	protein_coding	O95600	0.0	0.0		0.0	0.0	0.0	0.4640550114607209	0.0	0.12256500000000017			0.0			0.5	0.0
ENSG00000122121	EFO_0003767	expression_atlas	2023	0.004	0.495	expression_atlas	XPNPEP2	X-prolyl aminopeptidase 2	protein_coding	O43895	1.0	0.0		0.0	0.0	1.0	0.24275890810585543	0.0	0.06527999999999992					0.5	0.75	0.0
ENSG00000171992	EFO_0003767	expression_atlas	2023	0.006	0.073	expression_atlas	SYNPO	synaptopodin	protein_coding	Q8N3V7	1.0	0.0		0.0	0.0	0.0	-0.7607834965617837	0.0	0.0			-0.17077894484562928			0.75	0.0
ENSG00000172367	EFO_0003767	expression_atlas	2023	0.001	0.131	expression_atlas	NHERF4	NHERF family PDZ scaffold protein 4	protein_coding	Q86UT5	1.0	0.0		0.0	0.0	0.0	0.4151906647218171	0.0	0.04950499999999991						0.75	0.5
ENSG00000186193	EFO_0003767	expression_atlas	2023	0.004	0.03	expression_atlas	SAPCD2	suppressor APC domain containing 2	protein_coding	Q86UD0	0.0	0.0		0.0	0.0	0.0	-0.02594290477182748	0.0	0.0						0.5	0.0
ENSG00000227588	EFO_0003767	expression_atlas	2023	0.001	0.037	expression_atlas																				
ENSG00000105672	EFO_0003767	expression_atlas	2023	0.006	0.048	expression_atlas	ETV2	ETS variant transcription factor 2	protein_coding	O00321	0.0	0.0		0.0	0.0	0.0	0.5538653886226297	0.0	0.0			-0.7703217788629735			1.0	0.5
ENSG00000122386	EFO_0003767	expression_atlas	2023	0.001	0.03	expression_atlas	ZNF205	zinc finger protein 205	protein_coding	O95201	0.0	0.0		0.0	0.0	0.0	-0.4178995624088352	0.0	0.0			-0.1317761340245982			-1.0	-1.0
ENSG00000184381	EFO_0003767	expression_atlas	2023	0.002	0.019	expression_atlas	PLA2G6	phospholipase A2 group VI	protein_coding	O60733	1.0	0.0		0.0	1.0	1.0	-0.05990831423213172	0.0	0.49131500000000017			-0.7342893039590676			-1.0	-1.0
ENSG00000206538	EFO_0003767	expression_atlas	2023	0.002	0.041	expression_atlas	VGLL3	vestigial like family member 3	protein_coding	A8MV65	0.0	0.0		0.0	0.0	0.0	-0.20243800791831634	0.0	0.4171799999999998			0.0			0.5	0.0
ENSG00000213341	EFO_0003767	expression_atlas	2023	0.006	0.048	expression_atlas	CHUK	component of inhibitor of nuclear factor kappa B kinase complex	protein_coding	O15111	0.0	0.0	-1.0	0.0	1.0	1.0	-0.7784955198999792	0.0	0.7651000000000003			-0.9039870025813526	0.0		-1.0	-1.0
ENSG00000244607	EFO_0003767	expression_atlas	2023	0.001	0.037	expression_atlas	CCDC13	coiled-coil domain containing 13	protein_coding	Q8IYE1	0.0	0.0		0.0	0.0	0.0	-0.22931860804334236		0.0						0.5	0.5
ENSG00000131686	EFO_0003767	expression_atlas	2023	0.003	0.024	expression_atlas	CA6	carbonic anhydrase 6	protein_coding	P23280	0.0	1.0		0.0	1.0	1.0	0.0076057511981662	0.0	0.0			-0.10125019895424386		1.0	1.0	0.5
ENSG00000170345	EFO_0003767	expression_atlas	2023	0.002	0.171	expression_atlas	FOS	Fos proto-oncogene, AP-1 transcription factor subunit	protein_coding	P01100	0.0	0.0	-1.0	0.0	1.0	1.0	-0.32433840383413215	0.0	0.6842100000000002			-0.9074328738033116			-1.0	-1.0
ENSG00000175772	EFO_0003767	expression_atlas	2023	0.001	0.012	expression_atlas																				
ENSG00000129946	EFO_0003767	expression_atlas	2023	0.009	0.101	expression_atlas	SHC2	SHC adaptor protein 2	protein_coding	P98077	0.0	0.0		0.0	0.0	0.0	0.478849760366743								0.5	0.0
ENSG00000131037	EFO_0003767	expression_atlas	2023	0.005	0.038	expression_atlas	EPS8L1	EPS8 signaling adaptor L1	protein_coding	Q8TE68	0.0	0.0		0.0	0.0	0.0	0.14784330068764318	0.0	0.2876899999999999			0.0			0.5	0.0
ENSG00000182718	EFO_0003767	expression_atlas	2023	0.01	0.083	expression_atlas	ANXA2	annexin A2	protein_coding	P07355	1.0	1.0		1.0	0.0	1.0	-0.1270056261721192	0.0	0.8820050000000001			-0.6417722375787301			0.5	-1.0
ENSG00000186132	EFO_0003767	expression_atlas	2023	0.004	0.032	expression_atlas	C2orf76	chromosome 2 open reading frame 76	protein_coding	Q3KRA6	0.0	0.0		0.0	0.0	0.0	0.5940821004375911								-1.0	-1.0
ENSG00000232354	EFO_0003767	expression_atlas	2023	0.016	0.135	expression_atlas																				
ENSG00000254101	EFO_0003767	expression_atlas	2023	0.001	0.033	expression_atlas																				
ENSG00000069122	EFO_0003767	expression_atlas	2023	0.001	0.144	expression_atlas	ADGRF5	adhesion G protein-coupled receptor F5	protein_coding	Q8IZF2	1.0	0.0		0.0	0.0	0.0	-0.626797249426964	0.0	0.0			-0.7260201787682735			0.5	0.0
ENSG00000088836	EFO_0003767	expression_atlas	2023	0.001	0.119	expression_atlas	SLC4A11	solute carrier family 4 member 11	protein_coding	Q8NBS3	0.0	0.0		0.0	0.0	0.0	0.039070639716607625	0.0	0.2			-0.344941354705387			0.5	0.0
ENSG00000111752	EFO_0003767	expression_atlas	2023	0.003	0.023	expression_atlas	PHC1	polyhomeotic homolog 1	protein_coding	P78364	0.0	0.0		0.0	0.0	0.0	-0.8353823713273598	0.0	0.6264949999999999			-0.9431593628020198			-1.0	-1.0
ENSG00000121350	EFO_0003767	expression_atlas	2023	0.005	0.042	expression_atlas	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1	protein_coding	Q8WU10	0.0	0.0		0.0	0.0	0.0	0.07001458637216085	0.0	0.23999999999999985			-0.5769789502256353			-1.0	-1.0
ENSG00000122641	EFO_0003767	expression_atlas	2023	0.001	0.415	expression_atlas	INHBA	inhibin subunit beta A	protein_coding	P08476	0.0	1.0		0.0	0.0	0.0	-0.823296520108356	0.0	0.80047			-0.7977096991774107		0.75	0.5	0.0
ENSG00000132879	EFO_0003767	expression_atlas	2023	0.001	0.012	expression_atlas	FBXO44	F-box protein 44	protein_coding	Q9H4M3	0.0	0.0		0.0	0.0	0.0	0.2808918524692645	-0.362745	0.019610000000000127			-0.5531967485054942			0.5	-1.0
ENSG00000133243	EFO_0003767	expression_atlas	2023	0.008	0.064	expression_atlas	BTBD2	BTB domain containing 2	protein_coding	Q9BX70	0.0	0.0		0.0	0.0	0.0	-0.6409668680975202	-0.26666750000000017	0.4761899999999997			-0.6949850487472827			0.5	-1.0
ENSG00000144331	EFO_0003767	expression_atlas	2023	0.001	0.058	expression_atlas	ZNF385B	zinc finger protein 385B	protein_coding	Q569K4	0.0	0.0		0.0	0.0	0.0	-0.16701396124192536	0.0	0.51646						0.5	0.0
ENSG00000145088	EFO_0003767	expression_atlas	2023	0.01	0.08	expression_atlas	EAF2	ELL associated factor 2	protein_coding	Q96CJ1	0.0	0.0		0.0	0.0	0.0	0.58012085851219	0.0	0.0384599999999999			-0.8217212944171095			0.5	0.0
ENSG00000152785	EFO_0003767	expression_atlas	2023	0.01	0.317	expression_atlas	BMP3	bone morphogenetic protein 3	protein_coding	P12645	0.0	1.0		0.0	0.0	0.0	-0.31329443634090437	0.0	0.0			0.0			0.5	0.5
ENSG00000178695	EFO_0003767	expression_atlas	2023	0.006	0.06	expression_atlas	KCTD12	potassium channel tetramerization domain containing 12	protein_coding	Q96CX2	0.0	0.0		0.0	0.0	0.0	0.12492185872056671	0.0	0.9538449999999997			-0.12511711754295884			-1.0	-1.0
ENSG00000179262	EFO_0003767	expression_atlas	2023	0.017	0.143	expression_atlas	RAD23A	RAD23 homolog A, nucleotide excision repair protein	protein_coding	P54725	0.0	0.0		0.0	0.0	0.0	-0.4509272765159408	-0.09091000000000005	0.7382899999999999						0.75	-1.0
ENSG00000122188	EFO_0003767	expression_atlas	2023	0.004	0.212	expression_atlas	LAX1	lymphocyte transmembrane adaptor 1	protein_coding	Q8IWV1	1.0	0.0		0.0	0.0	0.0	0.31319024796832684		0.0			0.0			1.0	0.5
ENSG00000134255	EFO_0003767	expression_atlas	2023	0.01	0.083	expression_atlas	CEPT1	choline/ethanolamine phosphotransferase 1	protein_coding	Q9Y6K0	0.0	0.0		0.0	0.0	1.0	-0.8327776620129194	0.0	0.9278849999999998						-1.0	-1.0
ENSG00000138623	EFO_0003767	expression_atlas	2023	0.001	0.062	expression_atlas	SEMA7A	semaphorin 7A (JohnMiltonHagen blood group)	protein_coding	O75326	0.0	0.0		1.0	0.0	0.0	-0.572723484059179	0.0	0.4519500000000001			-0.011491042657841566			0.5	0.0
ENSG00000163545	EFO_0003767	expression_atlas	2023	0.02	0.171	expression_atlas	NUAK2	NUAK family kinase 2	protein_coding	Q9H093	0.0	0.0		0.0	1.0	1.0	-0.17024380079183166	0.0	0.3312100000000001			-0.6130568318585405	1.0		0.5	0.0
ENSG00000176919	EFO_0003767	expression_atlas	2023	0.001	0.059	expression_atlas	C8G	complement C8 gamma chain	protein_coding	P07360	0.0	1.0		1.0	0.0	0.0	0.9569702021254427		0.0						1.0	0.5
ENSG00000178033	EFO_0003767	expression_atlas	2023	0.004	0.062	expression_atlas	CALHM5	calcium homeostasis modulator family member 5	protein_coding	Q8N5C1	0.0	0.0		0.0	0.0	0.0	0.3185038549697854	0.0	0.1747549999999997						-1.0	0.0
ENSG00000213886	EFO_0003767	expression_atlas	2023	0.01	0.265	expression_atlas	UBD	ubiquitin D	protein_coding	O15205	0.0	0.0		0.0	0.0	0.0	0.8612210877266098	0.0	0.0			-0.08888451419193671			1.0	0.0
ENSG00000262877	EFO_0003767	expression_atlas	2023	0.003	0.036	expression_atlas																				
ENSG00000283627	EFO_0003767	expression_atlas	2023	0.003	0.029	expression_atlas																				
ENSG00000107816	EFO_0003767	expression_atlas	2023	0.006	0.052	expression_atlas	LZTS2	leucine zipper tumor suppressor 2	protein_coding	Q9BRK4	1.0	0.0		0.0	0.0	0.0	-0.49447801625338617	0.0	0.6113599999999998			-0.3216142015524179			-1.0	-1.0
ENSG00000133454	EFO_0003767	expression_atlas	2023	0.001	0.045	expression_atlas	MYO18B	myosin XVIIIB	protein_coding	Q8IUG5	0.0	0.0		0.0	0.0	0.0	-0.23994582204625958	0.0	0.0			-0.8592699869431347			0.5	0.5
ENSG00000135917	EFO_0003767	expression_atlas	2023	0.002	0.187	expression_atlas	SLC19A3	solute carrier family 19 member 3	protein_coding	Q9BZV2	1.0	0.0		0.0	0.0	0.0	-0.3900812669306105	0.0	0.0			-0.854859504788891			0.5	0.0
ENSG00000167618	EFO_0003767	expression_atlas	2023	0.002	0.035	expression_atlas	LAIR2	leukocyte associated immunoglobulin like receptor 2	protein_coding	Q6ISS4	0.0	1.0		0.0	0.0	0.0	0.8981037716190874	0.0				-0.7813945864373425			0.5	0.5
ENSG00000187546	EFO_0003767	expression_atlas	2023	0.001	0.323	expression_atlas	AGMO	alkylglycerol monooxygenase	protein_coding	Q6ZNB7	0.0	0.0		0.0	0.0	0.0	0.7590122942279642		0.16854000000000013			0.0			1.0	0.5
ENSG00000102934	EFO_0003767	expression_atlas	2023	0.009	0.097	expression_atlas	PLLP	plasmolipin	protein_coding	Q9Y342	0.0	0.0		0.0	0.0	0.0	0.42154615544905183	0.0	0.5054949999999998			-0.24527873136223288			0.5	-1.0
ENSG00000128591	EFO_0003767	expression_atlas	2023	0.004	0.06	expression_atlas	FLNC	filamin C	protein_coding	Q14315	1.0	0.0		0.0	0.0	0.0	-0.8248593456970202	-0.26880750000000014	0.9137599999999999			-0.8855526171840546			0.5	0.0
